"id","distrito","sexo","edad_rango","nse","voto_presidente","voto_diputado","voto_senado","peso"
774,"Miraflores","Mujer","55-70","D/E","Pablo López Chau","Marleny Arminta Valencia","Otros",1
775,"Miraflores","Hombre","35-44","A/B","Pablo López Chau","Otros","Gustavo Rondón Fudinaga",1
776,"Sachaca","Mujer","25-34","C","Pablo López Chau","Esdras Medina Minaya","N.S/N.O",1
777,"Paucarpata","Mujer","45-54","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
778,"Alto Selva Alegre","Mujer","25-34","D/E","N.S/N.O","Adolfo Donayre Sarolli","N.S/N.O",1
779,"Paucarpata","Hombre","55-70","D/E","Keiko Fujimori Higuchi","Amalia Palomino Pacheco","Ricardo Ramírez del Villar",1
780,"Cayma","Mujer","25-34","D/E","N.S/N.O","N.S/N.O","Otros",1
781,"Socabaya","Hombre","55-70","C","N.S/N.O","Guido del Carpio Rodriguez","N.S/N.O",1
782,"Mariano Melgar","Hombre","55-70","A/B","Pablo López Chau","N.S/N.O","N.S/N.O",1
783,"Cayma","Mujer","25-34","D/E","Keiko Fujimori Higuchi","N.S/N.O","N.S/N.O",1
784,"Cerro Colorado","Hombre","55-70","D/E","N.S/N.O","N.S/N.O","Ricardo Ramírez del Villar",1
785,"Paucarpata","Mujer","55-70","D/E","Otros","Otros","Otros",1
786,"La Joya","Hombre","35-44","A/B","José Luna Gálvez","N.S/N.O","Sergio Davila Vizcarra",1
787,"Arequipa Cercado","Hombre","35-44","D/E","N.S/N.O","Adolfo Donayre Sarolli","N.S/N.O",1
788,"Paucarpata","Mujer","25-34","C","N.S/N.O","Mauricio Alosilla Chambi","N.S/N.O",1
789,"Cerro Colorado","Mujer","25-34","C","N.S/N.O","N.S/N.O","N.S/N.O",1
790,"Arequipa Cercado","Mujer","55-70","A/B","N.S/N.O","Otros","N.S/N.O",1
791,"José Luis Bustamante y Rivero","Hombre","45-54","A/B","N.S/N.O","Adolfo Donayre Sarolli","N.S/N.O",1
792,"Alto Selva Alegre","Mujer","55-70","C","Pablo López Chau","N.S/N.O","N.S/N.O",1
793,"Arequipa Cercado","Hombre","35-44","C","Pablo López Chau","N.S/N.O","N.S/N.O",1
794,"Cayma","Mujer","25-34","C","N.S/N.O","Nicolas Talavera Benavente","N.S/N.O",1
795,"Cerro Colorado","Hombre","35-44","A/B","Otros","N.S/N.O","Sergio Davila Vizcarra",1
796,"Paucarpata","Mujer","35-44","D/E","Wolfgang Grozo Costa","Nicolas Talavera Benavente","N.S/N.O",1
797,"Paucarpata","Mujer","35-44","C","Otros","N.S/N.O","N.S/N.O",1
798,"Cerro Colorado","Mujer","55-70","C","Carlos Álvarez Loayza","Nicolas Talavera Benavente","Gustavo Rondón Fudinaga",1
799,"Yura","Mujer","55-70","D/E","Rafael López Aliaga","Amalia Palomino Pacheco","Otros",1
800,"Paucarpata","Hombre","35-44","C","Wolfgang Grozo Costa","Otros","Yobana Huisa Vargas",1
801,"Cayma","Mujer","25-34","D/E","Pablo López Chau","Amalia Palomino Pacheco","Gustavo Rondón Fudinaga",1
802,"Alto Selva Alegre","Hombre","18-24","D/E","N.S/N.O","Otros","Otros",1
803,"José Luis Bustamante y Rivero","Mujer","25-34","C","Otros","Adolfo Donayre Sarolli","N.S/N.O",1
804,"Cerro Colorado","Mujer","35-44","D/E","Roberto Sánchez Palomino","Mauricio Alosilla Chambi","Otros",1
805,"Paucarpata","Hombre","18-24","D/E","N.S/N.O","Otros","N.S/N.O",1
806,"Cerro Colorado","Hombre","35-44","A/B","N.S/N.O","Otros","Yobana Huisa Vargas",1
807,"Alto Selva Alegre","Hombre","18-24","D/E","N.S/N.O","Otros","Ricardo Ramírez del Villar",1
808,"Arequipa Cercado","Mujer","55-70","D/E","Otros","Mauricio Alosilla Chambi","N.S/N.O",1
809,"José Luis Bustamante y Rivero","Mujer","45-54","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
810,"Paucarpata","Mujer","25-34","C","José Luna Gálvez","N.S/N.O","Otros",1
811,"Sachaca","Mujer","18-24","C","Roberto Sánchez Palomino","Adolfo Donayre Sarolli","N.S/N.O",1
812,"Mariano Melgar","Hombre","18-24","D/E","N.S/N.O","Esdras Medina Minaya","Otros",1
813,"Cayma","Mujer","25-34","A/B","Carlos Álvarez Loayza","N.S/N.O","Gustavo Rondón Fudinaga",1
814,"Cerro Colorado","Hombre","55-70","A/B","Rafael López Aliaga","Adolfo Donayre Sarolli","Ricardo Ramírez del Villar",1
815,"Paucarpata","Mujer","25-34","C","Carlos Álvarez Loayza","Adolfo Donayre Sarolli","N.S/N.O",1
816,"José Luis Bustamante y Rivero","Hombre","25-34","D/E","Rafael López Aliaga","N.S/N.O","Sergio Davila Vizcarra",1
817,"Miraflores","Mujer","55-70","C","Carlos Álvarez Loayza","Adolfo Donayre Sarolli","N.S/N.O",1
818,"Alto Selva Alegre","Hombre","45-54","C","N.S/N.O","N.S/N.O","Gustavo Rondón Fudinaga",1
819,"Mariano Melgar","Hombre","18-24","D/E","N.S/N.O","Otros","Otros",1
820,"Cayma","Mujer","35-44","D/E","N.S/N.O","Cosme Huaman Sánchez","A. Elmer Arenas Pérez",1
821,"Cerro Colorado","Mujer","18-24","C","José Luna Gálvez","Otros","Otros",1
822,"Arequipa Cercado","Hombre","45-54","D/E","N.S/N.O","Guido del Carpio Rodriguez","Otros",1
823,"Cayma","Hombre","45-54","A/B","Wolfgang Grozo Costa","Nicolas Talavera Benavente","N.S/N.O",1
824,"Paucarpata","Mujer","25-34","C","Roberto Sánchez Palomino","Otros","N.S/N.O",1
825,"Alto Selva Alegre","Mujer","35-44","C","N.S/N.O","N.S/N.O","Yobana Huisa Vargas",1
826,"Paucarpata","Hombre","55-70","D/E","Rafael López Aliaga","N.S/N.O","Sergio Davila Vizcarra",1
827,"Cerro Colorado","Mujer","25-34","D/E","Cesar Acuña Peralta","Esdras Medina Minaya","N.S/N.O",1
828,"Alto Selva Alegre","Hombre","25-34","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
829,"Cayma","Hombre","25-34","D/E","N.S/N.O","Esdras Medina Minaya","Yobana Huisa Vargas",1
830,"Yura","Hombre","55-70","A/B","N.S/N.O","Cosme Huaman Sánchez","A. Elmer Arenas Pérez",1
831,"Mariano Melgar","Hombre","35-44","C","Carlos Álvarez Loayza","N.S/N.O","N.S/N.O",1
832,"Cerro Colorado","Mujer","25-34","D/E","N.S/N.O","Nicolas Talavera Benavente","N.S/N.O",1
833,"La Joya","Mujer","25-34","D/E","Rafael López Aliaga","N.S/N.O","Sergio Davila Vizcarra",1
834,"Alto Selva Alegre","Hombre","45-54","D/E","Pablo López Chau","N.S/N.O","N.S/N.O",1
835,"Paucarpata","Mujer","18-24","D/E","Otros","Otros","N.S/N.O",1
836,"La Joya","Mujer","25-34","C","Rafael López Aliaga","Nicolas Talavera Benavente","Ricardo Ramírez del Villar",1
837,"Cerro Colorado","Hombre","25-34","D/E","N.S/N.O","N.S/N.O","Otros",1
838,"Socabaya","Hombre","55-70","C","N.S/N.O","Esdras Medina Minaya","Sergio Davila Vizcarra",1
839,"Socabaya","Mujer","35-44","A/B","N.S/N.O","Marleny Arminta Valencia","Ricardo Ramírez del Villar",1
840,"Socabaya","Hombre","45-54","C","Otros","Nicolas Talavera Benavente","Gustavo Rondón Fudinaga",1
841,"José Luis Bustamante y Rivero","Mujer","18-24","D/E","N.S/N.O","Otros","Gustavo Rondón Fudinaga",1
842,"Paucarpata","Hombre","18-24","C","N.S/N.O","Otros","A. Elmer Arenas Pérez",1
843,"Paucarpata","Mujer","25-34","D/E","Otros","Otros","N.S/N.O",1
844,"Paucarpata","Mujer","45-54","A/B","Pablo López Chau","N.S/N.O","N.S/N.O",1
845,"José Luis Bustamante y Rivero","Mujer","35-44","C","N.S/N.O","N.S/N.O","Yobana Huisa Vargas",1
846,"Paucarpata","Mujer","35-44","D/E","Otros","Otros","Gustavo Rondón Fudinaga",1
847,"Miraflores","Mujer","25-34","A/B","Rafael López Aliaga","Esdras Medina Minaya","N.S/N.O",1
848,"La Joya","Hombre","35-44","C","N.S/N.O","Otros","N.S/N.O",1
849,"Mariano Melgar","Mujer","18-24","C","Roberto Sánchez Palomino","Otros","Ricardo Ramírez del Villar",1
850,"Sachaca","Mujer","18-24","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
851,"Arequipa Cercado","Hombre","55-70","C","N.S/N.O","N.S/N.O","N.S/N.O",1
852,"Cayma","Mujer","25-34","D/E","Rafael López Aliaga","Guido del Carpio Rodriguez","N.S/N.O",1
853,"Arequipa Cercado","Hombre","18-24","A/B","N.S/N.O","Adolfo Donayre Sarolli","Otros",1
854,"Cayma","Hombre","45-54","D/E","N.S/N.O","Nicolas Talavera Benavente","N.S/N.O",1
855,"Paucarpata","Hombre","45-54","D/E","N.S/N.O","Otros","Sergio Davila Vizcarra",1
856,"Cerro Colorado","Hombre","18-24","D/E","N.S/N.O","Otros","Otros",1
857,"Yura","Mujer","55-70","D/E","N.S/N.O","Otros","A. Elmer Arenas Pérez",1
858,"José Luis Bustamante y Rivero","Mujer","25-34","D/E","Otros","N.S/N.O","Otros",1
859,"Cerro Colorado","Hombre","35-44","D/E","Rafael López Aliaga","Mauricio Alosilla Chambi","Sergio Davila Vizcarra",1
860,"Alto Selva Alegre","Mujer","18-24","D/E","Otros","N.S/N.O","Otros",1
861,"Cerro Colorado","Hombre","55-70","D/E","Pablo López Chau","N.S/N.O","N.S/N.O",1
862,"Alto Selva Alegre","Hombre","55-70","D/E","Pablo López Chau","N.S/N.O","N.S/N.O",1
863,"Paucarpata","Hombre","55-70","D/E","Rafael López Aliaga","Nicolas Talavera Benavente","N.S/N.O",1
864,"Cerro Colorado","Hombre","55-70","D/E","Otros","Nicolas Talavera Benavente","N.S/N.O",1
865,"Mariano Melgar","Mujer","25-34","D/E","N.S/N.O","Otros","N.S/N.O",1
866,"Cerro Colorado","Hombre","35-44","C","N.S/N.O","N.S/N.O","N.S/N.O",1
867,"José Luis Bustamante y Rivero","Mujer","35-44","D/E","Roberto Sánchez Palomino","Amalia Palomino Pacheco","N.S/N.O",1
868,"Cerro Colorado","Mujer","25-34","D/E","José Luna Gálvez","Nicolas Talavera Benavente","Gustavo Rondón Fudinaga",1
869,"José Luis Bustamante y Rivero","Hombre","35-44","C","N.S/N.O","Nicolas Talavera Benavente","Gustavo Rondón Fudinaga",1
870,"Cayma","Hombre","18-24","D/E","Wolfgang Grozo Costa","N.S/N.O","Otros",1
871,"Cerro Colorado","Hombre","18-24","D/E","Keiko Fujimori Higuchi","N.S/N.O","N.S/N.O",1
872,"Arequipa Cercado","Hombre","35-44","D/E","Pablo López Chau","Cosme Huaman Sánchez","N.S/N.O",1
873,"Cerro Colorado","Mujer","25-34","D/E","N.S/N.O","Otros","Otros",1
874,"Arequipa Cercado","Mujer","18-24","C","N.S/N.O","N.S/N.O","Gustavo Rondón Fudinaga",1
875,"Yanahuara","Mujer","35-44","D/E","Wolfgang Grozo Costa","Esdras Medina Minaya","N.S/N.O",1
876,"Yanahuara","Hombre","25-34","D/E","Otros","Marleny Arminta Valencia","Otros",1
877,"Socabaya","Mujer","18-24","C","Rafael López Aliaga","Otros","N.S/N.O",1
878,"Yura","Hombre","55-70","D/E","N.S/N.O","Guido del Carpio Rodriguez","Gustavo Rondón Fudinaga",1
879,"Cayma","Hombre","25-34","C","N.S/N.O","N.S/N.O","N.S/N.O",1
880,"Arequipa Cercado","Mujer","45-54","C","Carlos Álvarez Loayza","Otros","N.S/N.O",1
881,"Yura","Hombre","45-54","D/E","N.S/N.O","N.S/N.O","Otros",1
882,"Cerro Colorado","Mujer","18-24","C","Otros","Guido del Carpio Rodriguez","Ricardo Ramírez del Villar",1
883,"Miraflores","Mujer","55-70","D/E","N.S/N.O","Nicolas Talavera Benavente","N.S/N.O",1
884,"Socabaya","Hombre","18-24","C","Otros","Adolfo Donayre Sarolli","N.S/N.O",1
885,"Alto Selva Alegre","Mujer","25-34","D/E","N.S/N.O","Otros","N.S/N.O",1
886,"Cerro Colorado","Hombre","45-54","D/E","Pablo López Chau","Otros","Ricardo Ramírez del Villar",1
887,"José Luis Bustamante y Rivero","Mujer","35-44","A/B","Pablo López Chau","N.S/N.O","N.S/N.O",1
888,"Cayma","Hombre","35-44","C","N.S/N.O","Otros","Otros",1
889,"Alto Selva Alegre","Hombre","45-54","C","Pablo López Chau","Amalia Palomino Pacheco","N.S/N.O",1
890,"Sachaca","Hombre","18-24","A/B","N.S/N.O","Cosme Huaman Sánchez","Sergio Davila Vizcarra",1
891,"Cayma","Mujer","25-34","D/E","N.S/N.O","Cosme Huaman Sánchez","Yobana Huisa Vargas",1
892,"Cayma","Mujer","18-24","A/B","N.S/N.O","Guido del Carpio Rodriguez","N.S/N.O",1
893,"Arequipa Cercado","Hombre","55-70","C","Otros","Amalia Palomino Pacheco","N.S/N.O",1
894,"Miraflores","Hombre","25-34","C","Keiko Fujimori Higuchi","Adolfo Donayre Sarolli","Sergio Davila Vizcarra",1
895,"Paucarpata","Mujer","18-24","C","N.S/N.O","N.S/N.O","N.S/N.O",1
896,"Cayma","Hombre","18-24","D/E","N.S/N.O","N.S/N.O","Sergio Davila Vizcarra",1
897,"Miraflores","Mujer","18-24","D/E","N.S/N.O","N.S/N.O","Yobana Huisa Vargas",1
898,"Paucarpata","Mujer","35-44","C","N.S/N.O","Cosme Huaman Sánchez","N.S/N.O",1
899,"Cerro Colorado","Mujer","35-44","D/E","Otros","Otros","N.S/N.O",1
900,"Cayma","Hombre","55-70","C","Keiko Fujimori Higuchi","N.S/N.O","Sergio Davila Vizcarra",1
901,"Paucarpata","Mujer","35-44","D/E","N.S/N.O","Otros","Sergio Davila Vizcarra",1
902,"Cerro Colorado","Hombre","55-70","D/E","Rafael López Aliaga","Marleny Arminta Valencia","Gustavo Rondón Fudinaga",1
903,"Arequipa Cercado","Hombre","25-34","C","N.S/N.O","Mauricio Alosilla Chambi","N.S/N.O",1
904,"Cerro Colorado","Mujer","25-34","D/E","N.S/N.O","Marleny Arminta Valencia","N.S/N.O",1
905,"Paucarpata","Mujer","25-34","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
906,"Cayma","Hombre","25-34","A/B","Carlos Álvarez Loayza","N.S/N.O","Gustavo Rondón Fudinaga",1
907,"Miraflores","Hombre","25-34","D/E","Otros","Cosme Huaman Sánchez","N.S/N.O",1
908,"José Luis Bustamante y Rivero","Hombre","25-34","D/E","Pablo López Chau","N.S/N.O","N.S/N.O",1
909,"Alto Selva Alegre","Mujer","18-24","D/E","N.S/N.O","N.S/N.O","Gustavo Rondón Fudinaga",1
910,"Mariano Melgar","Mujer","25-34","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
911,"José Luis Bustamante y Rivero","Hombre","35-44","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
912,"Mariano Melgar","Mujer","45-54","D/E","N.S/N.O","Guido del Carpio Rodriguez","A. Elmer Arenas Pérez",1
913,"Yura","Hombre","18-24","C","Roberto Sánchez Palomino","Marleny Arminta Valencia","N.S/N.O",1
914,"Cayma","Hombre","18-24","C","Rafael López Aliaga","Otros","Gustavo Rondón Fudinaga",1
915,"Miraflores","Hombre","35-44","A/B","Otros","N.S/N.O","N.S/N.O",1
916,"José Luis Bustamante y Rivero","Mujer","18-24","D/E","Rafael López Aliaga","N.S/N.O","N.S/N.O",1
917,"José Luis Bustamante y Rivero","Hombre","18-24","D/E","Rafael López Aliaga","Otros","N.S/N.O",1
918,"Miraflores","Mujer","25-34","D/E","Pablo López Chau","Esdras Medina Minaya","N.S/N.O",1
919,"Alto Selva Alegre","Mujer","18-24","D/E","Roberto Sánchez Palomino","N.S/N.O","Yobana Huisa Vargas",1
920,"José Luis Bustamante y Rivero","Mujer","18-24","D/E","Carlos Álvarez Loayza","N.S/N.O","N.S/N.O",1
921,"Yura","Mujer","18-24","D/E","N.S/N.O","N.S/N.O","Ricardo Ramírez del Villar",1
922,"Cerro Colorado","Hombre","25-34","D/E","N.S/N.O","N.S/N.O","Gustavo Rondón Fudinaga",1
923,"Yura","Mujer","18-24","C","Otros","N.S/N.O","Otros",1
924,"Cerro Colorado","Mujer","18-24","C","Pablo López Chau","Otros","Otros",1
925,"Arequipa Cercado","Mujer","25-34","A/B","Pablo López Chau","Otros","N.S/N.O",1
926,"Paucarpata","Mujer","25-34","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
927,"Yanahuara","Mujer","25-34","D/E","Otros","Amalia Palomino Pacheco","Ricardo Ramírez del Villar",1
928,"Socabaya","Hombre","55-70","D/E","N.S/N.O","Otros","Gustavo Rondón Fudinaga",1
929,"Sachaca","Hombre","35-44","D/E","Wolfgang Grozo Costa","Guido del Carpio Rodriguez","Ricardo Ramírez del Villar",1
930,"Cerro Colorado","Hombre","55-70","D/E","Roberto Sánchez Palomino","N.S/N.O","Otros",1
931,"José Luis Bustamante y Rivero","Hombre","45-54","C","Otros","Guido del Carpio Rodriguez","N.S/N.O",1
932,"Mariano Melgar","Mujer","25-34","D/E","Roberto Sánchez Palomino","N.S/N.O","N.S/N.O",1
933,"Cerro Colorado","Mujer","25-34","A/B","Otros","Cosme Huaman Sánchez","N.S/N.O",1
934,"Alto Selva Alegre","Hombre","45-54","A/B","Keiko Fujimori Higuchi","Nicolas Talavera Benavente","N.S/N.O",1
935,"José Luis Bustamante y Rivero","Hombre","55-70","D/E","Keiko Fujimori Higuchi","N.S/N.O","N.S/N.O",1
936,"Paucarpata","Mujer","18-24","D/E","Pablo López Chau","Otros","N.S/N.O",1
937,"Cerro Colorado","Hombre","35-44","C","Wolfgang Grozo Costa","Nicolas Talavera Benavente","Gustavo Rondón Fudinaga",1
938,"Cerro Colorado","Mujer","18-24","D/E","Carlos Álvarez Loayza","Guido del Carpio Rodriguez","Sergio Davila Vizcarra",1
939,"Cerro Colorado","Hombre","25-34","A/B","N.S/N.O","Nicolas Talavera Benavente","A. Elmer Arenas Pérez",1
940,"La Joya","Hombre","35-44","D/E","Wolfgang Grozo Costa","N.S/N.O","Otros",1
941,"Miraflores","Mujer","55-70","D/E","N.S/N.O","Otros","Ricardo Ramírez del Villar",1
942,"Cerro Colorado","Hombre","18-24","C","N.S/N.O","Esdras Medina Minaya","Ricardo Ramírez del Villar",1
943,"Cerro Colorado","Hombre","45-54","C","Pablo López Chau","N.S/N.O","N.S/N.O",1
944,"José Luis Bustamante y Rivero","Mujer","25-34","C","Otros","N.S/N.O","Sergio Davila Vizcarra",1
945,"Mariano Melgar","Hombre","55-70","D/E","N.S/N.O","Adolfo Donayre Sarolli","Otros",1
946,"Cerro Colorado","Hombre","45-54","A/B","Pablo López Chau","Marleny Arminta Valencia","Gustavo Rondón Fudinaga",1
947,"Cayma","Hombre","45-54","C","N.S/N.O","Otros","A. Elmer Arenas Pérez",1
948,"Arequipa Cercado","Mujer","35-44","D/E","Wolfgang Grozo Costa","Marleny Arminta Valencia","Otros",1
949,"Alto Selva Alegre","Mujer","25-34","C","Cesar Acuña Peralta","N.S/N.O","Otros",1
950,"Paucarpata","Hombre","35-44","D/E","Otros","N.S/N.O","Gustavo Rondón Fudinaga",1
951,"Sachaca","Hombre","25-34","C","N.S/N.O","Esdras Medina Minaya","N.S/N.O",1
952,"Mariano Melgar","Mujer","25-34","C","N.S/N.O","N.S/N.O","Gustavo Rondón Fudinaga",1
953,"Cerro Colorado","Mujer","18-24","D/E","Cesar Acuña Peralta","Otros","Otros",1
954,"Cayma","Mujer","18-24","A/B","Roberto Sánchez Palomino","N.S/N.O","N.S/N.O",1
955,"Alto Selva Alegre","Mujer","45-54","D/E","N.S/N.O","Adolfo Donayre Sarolli","N.S/N.O",1
956,"Paucarpata","Hombre","25-34","C","Otros","N.S/N.O","Gustavo Rondón Fudinaga",1
957,"Socabaya","Hombre","45-54","D/E","Pablo López Chau","N.S/N.O","Gustavo Rondón Fudinaga",1
958,"Arequipa Cercado","Hombre","18-24","C","Cesar Acuña Peralta","Otros","Ricardo Ramírez del Villar",1
959,"Yura","Hombre","35-44","C","Wolfgang Grozo Costa","N.S/N.O","Ricardo Ramírez del Villar",1
960,"Cerro Colorado","Hombre","25-34","C","Roberto Sánchez Palomino","Otros","N.S/N.O",1
961,"Alto Selva Alegre","Mujer","45-54","C","N.S/N.O","N.S/N.O","Sergio Davila Vizcarra",1
962,"Alto Selva Alegre","Hombre","35-44","C","N.S/N.O","N.S/N.O","Yobana Huisa Vargas",1
963,"Alto Selva Alegre","Mujer","25-34","D/E","Cesar Acuña Peralta","Otros","N.S/N.O",1
964,"Cerro Colorado","Hombre","55-70","D/E","Cesar Acuña Peralta","N.S/N.O","N.S/N.O",1
965,"Socabaya","Hombre","45-54","C","Pablo López Chau","Mauricio Alosilla Chambi","Otros",1
966,"Cayma","Mujer","35-44","C","Pablo López Chau","N.S/N.O","N.S/N.O",1
967,"Cerro Colorado","Hombre","25-34","C","Pablo López Chau","N.S/N.O","N.S/N.O",1
968,"Cerro Colorado","Mujer","55-70","A/B","N.S/N.O","N.S/N.O","N.S/N.O",1
969,"Paucarpata","Hombre","25-34","D/E","Carlos Álvarez Loayza","N.S/N.O","Gustavo Rondón Fudinaga",1
970,"José Luis Bustamante y Rivero","Mujer","25-34","D/E","Otros","Marleny Arminta Valencia","Otros",1
971,"Cerro Colorado","Mujer","35-44","A/B","N.S/N.O","N.S/N.O","N.S/N.O",1
972,"José Luis Bustamante y Rivero","Hombre","25-34","C","Cesar Acuña Peralta","N.S/N.O","N.S/N.O",1
973,"Cerro Colorado","Mujer","25-34","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
974,"José Luis Bustamante y Rivero","Hombre","18-24","C","N.S/N.O","N.S/N.O","Ricardo Ramírez del Villar",1
975,"Paucarpata","Mujer","45-54","D/E","Otros","N.S/N.O","N.S/N.O",1
976,"Yanahuara","Hombre","35-44","C","N.S/N.O","N.S/N.O","Gustavo Rondón Fudinaga",1
977,"Paucarpata","Hombre","35-44","D/E","Otros","N.S/N.O","N.S/N.O",1
978,"Paucarpata","Hombre","18-24","D/E","Pablo López Chau","Otros","N.S/N.O",1
979,"Paucarpata","Hombre","35-44","D/E","Otros","N.S/N.O","N.S/N.O",1
980,"Paucarpata","Mujer","25-34","D/E","Otros","N.S/N.O","Gustavo Rondón Fudinaga",1
981,"Miraflores","Hombre","35-44","C","N.S/N.O","Amalia Palomino Pacheco","N.S/N.O",1
982,"Yura","Mujer","55-70","D/E","Rafael López Aliaga","N.S/N.O","Sergio Davila Vizcarra",1
983,"Paucarpata","Mujer","55-70","D/E","Pablo López Chau","Guido del Carpio Rodriguez","Otros",1
984,"Cerro Colorado","Mujer","25-34","C","Otros","N.S/N.O","Gustavo Rondón Fudinaga",1
985,"Paucarpata","Hombre","18-24","D/E","José Luna Gálvez","Otros","N.S/N.O",1
986,"Cerro Colorado","Hombre","55-70","C","Keiko Fujimori Higuchi","Otros","Sergio Davila Vizcarra",1
987,"Socabaya","Hombre","45-54","A/B","Carlos Álvarez Loayza","N.S/N.O","N.S/N.O",1
988,"Arequipa Cercado","Hombre","35-44","C","Rafael López Aliaga","Marleny Arminta Valencia","N.S/N.O",1
989,"José Luis Bustamante y Rivero","Hombre","45-54","C","Roberto Sánchez Palomino","Guido del Carpio Rodriguez","N.S/N.O",1
990,"Socabaya","Hombre","18-24","D/E","Pablo López Chau","N.S/N.O","N.S/N.O",1
991,"Cayma","Mujer","45-54","D/E","Rafael López Aliaga","N.S/N.O","N.S/N.O",1
992,"Socabaya","Mujer","55-70","D/E","N.S/N.O","Adolfo Donayre Sarolli","Gustavo Rondón Fudinaga",1
993,"Paucarpata","Mujer","35-44","C","Pablo López Chau","Esdras Medina Minaya","N.S/N.O",1
994,"Yura","Hombre","18-24","A/B","N.S/N.O","Adolfo Donayre Sarolli","N.S/N.O",1
995,"José Luis Bustamante y Rivero","Hombre","18-24","C","Cesar Acuña Peralta","N.S/N.O","Sergio Davila Vizcarra",1
996,"Paucarpata","Mujer","18-24","C","Keiko Fujimori Higuchi","Guido del Carpio Rodriguez","Otros",1
997,"Arequipa Cercado","Mujer","18-24","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
998,"Yanahuara","Mujer","35-44","A/B","N.S/N.O","Esdras Medina Minaya","A. Elmer Arenas Pérez",1
999,"Alto Selva Alegre","Mujer","35-44","A/B","Pablo López Chau","N.S/N.O","Otros",1
1000,"Socabaya","Mujer","55-70","D/E","N.S/N.O","Marleny Arminta Valencia","N.S/N.O",1
1001,"Miraflores","Mujer","25-34","D/E","Wolfgang Grozo Costa","Marleny Arminta Valencia","N.S/N.O",1
1002,"Cayma","Hombre","45-54","A/B","José Luna Gálvez","Amalia Palomino Pacheco","N.S/N.O",1
1003,"Cerro Colorado","Hombre","25-34","C","Otros","N.S/N.O","Otros",1
1004,"Sachaca","Mujer","18-24","D/E","Roberto Sánchez Palomino","Otros","N.S/N.O",1
1005,"Cerro Colorado","Mujer","55-70","D/E","Pablo López Chau","Esdras Medina Minaya","N.S/N.O",1
1006,"Yura","Hombre","35-44","A/B","Pablo López Chau","Marleny Arminta Valencia","Ricardo Ramírez del Villar",1
1007,"Paucarpata","Hombre","25-34","C","Wolfgang Grozo Costa","N.S/N.O","N.S/N.O",1
1008,"Arequipa Cercado","Mujer","25-34","C","José Luna Gálvez","N.S/N.O","N.S/N.O",1
1009,"Miraflores","Hombre","25-34","C","Otros","Amalia Palomino Pacheco","N.S/N.O",1
1010,"Cayma","Hombre","25-34","D/E","Otros","N.S/N.O","A. Elmer Arenas Pérez",1
1011,"La Joya","Hombre","35-44","D/E","Wolfgang Grozo Costa","Otros","N.S/N.O",1
1012,"Paucarpata","Mujer","25-34","A/B","Carlos Álvarez Loayza","Cosme Huaman Sánchez","N.S/N.O",1
1013,"Paucarpata","Mujer","25-34","A/B","Carlos Álvarez Loayza","Marleny Arminta Valencia","N.S/N.O",1
1014,"Sachaca","Hombre","25-34","D/E","Carlos Álvarez Loayza","N.S/N.O","Gustavo Rondón Fudinaga",1
1015,"Arequipa Cercado","Mujer","45-54","D/E","N.S/N.O","Otros","N.S/N.O",1
1016,"Yanahuara","Hombre","35-44","C","Otros","Otros","Otros",1
1017,"Mariano Melgar","Hombre","18-24","C","N.S/N.O","Esdras Medina Minaya","N.S/N.O",1
1018,"Miraflores","Hombre","18-24","C","N.S/N.O","Nicolas Talavera Benavente","N.S/N.O",1
1019,"Sachaca","Mujer","18-24","A/B","N.S/N.O","N.S/N.O","Yobana Huisa Vargas",1
1020,"Arequipa Cercado","Mujer","18-24","C","Otros","Marleny Arminta Valencia","Gustavo Rondón Fudinaga",1
1021,"Mariano Melgar","Mujer","25-34","D/E","N.S/N.O","Otros","N.S/N.O",1
1022,"Mariano Melgar","Mujer","35-44","D/E","José Luna Gálvez","N.S/N.O","Gustavo Rondón Fudinaga",1
1023,"Cerro Colorado","Mujer","25-34","D/E","José Luna Gálvez","N.S/N.O","Gustavo Rondón Fudinaga",1
1024,"Miraflores","Hombre","25-34","C","N.S/N.O","N.S/N.O","Sergio Davila Vizcarra",1
1025,"Cerro Colorado","Hombre","25-34","C","N.S/N.O","Marleny Arminta Valencia","A. Elmer Arenas Pérez",1
1026,"Cerro Colorado","Hombre","18-24","D/E","Otros","Mauricio Alosilla Chambi","N.S/N.O",1
1027,"Mariano Melgar","Mujer","18-24","D/E","N.S/N.O","N.S/N.O","Otros",1
1028,"Cerro Colorado","Mujer","25-34","C","N.S/N.O","N.S/N.O","N.S/N.O",1
1029,"Cayma","Hombre","45-54","D/E","Otros","Otros","Otros",1
1030,"Miraflores","Mujer","55-70","D/E","José Luna Gálvez","Otros","A. Elmer Arenas Pérez",1
